t,x,y,z,yaw1,yaw2,label
1714224619074464996,3.58883,0.449043,-0.522803,-0.535442,0.761624,Three
1714224619081350913,3.59012,0.440936,-0.523182,-0.511672,0.737621,Three
1714224619088277850,3.58221,0.431557,-0.522218,-0.493965,0.716502,Three
1714224619094880833,3.58907,0.424294,-0.52349,-0.466901,0.684291,Three
1714224619101925323,3.59299,0.416056,-0.52413,-0.438922,0.654043,Three
1714224619108854905,3.55426,0.402593,-0.518086,-0.443736,0.653709,Three
1714224619116075048,3.01138,0.332552,-0.430455,0.833462,-0.617939,Three
1714224619123752170,3.49439,0.377204,-0.509787,-0.421431,0.616975,Three
1714224619131122127,3.58696,0.377075,-0.524407,-0.338773,0.533359,Three
1714224619138034376,3.56613,0.365822,-0.520974,-0.324618,0.520019,Three
1714224619145760354,3.53883,0.352884,-0.517006,-0.322084,0.504674,Three
1714224619152994945,3.55951,0.345051,-0.520534,-0.283102,0.465159,Three
1714224619160184325,3.53927,0.333226,-0.51758,-0.276427,0.451563,Three
1714224619167714552,3.60673,0.328965,-0.528597,-0.201303,0.375829,Three
1714224619174793215,3.50872,0.310144,-0.512833,-0.263878,0.429658,Three
1714224619181931168,3.50775,0.300198,-0.512043,-0.24078,0.400266,Three
1714224619189743171,3.52342,0.290904,-0.514711,-0.188832,0.349534,Three
1714224619196800029,3.54598,0.282864,-0.518056,-0.167747,0.316697,Three
1714224619203869184,3.53614,0.272209,-0.516678,-0.131064,0.275018,Three
1714224619211844133,3.52404,0.260033,-0.514749,-0.150584,0.295017,Three
1714224619218866102,3.5187,0.249536,-0.514229,-0.133763,0.271243,Three
1714224619225878492,3.49136,0.238337,-0.509392,-0.148873,0.276126,Three
1714224619233769132,3.51957,0.228629,-0.513998,-0.138968,0.264832,Three
1714224619241056216,3.54682,0.22008,-0.518095,-0.0566755,0.176251,Three
1714224619248091134,3.54164,0.20946,-0.517473,-0.0140948,0.129535,Three
1714224619255758528,3.54773,0.199187,-0.518592,0.0137164,0.0972818,Three
1714224619263005796,3.54792,0.18858,-0.518459,0.0899226,0.013794,Three
1714224619270207804,3.5491,0.178013,-0.516897,0.0244028,0.0753439,Three
1714224619277725820,3.54161,0.167018,-0.516063,-0.0257521,0.117249,Three
1714224619285086802,3.52686,0.155613,-0.513297,0.180327,-0.0848044,Three
1714224619292292244,3.56132,0.147722,-0.518127,-0.0287972,0.114522,Three
1714224619299788282,3.58168,0.137265,-0.521043,0.101567,-0.0219402,Three
1714224619307109679,3.54775,0.126017,-0.515672,-0.0706676,0.146813,Three
1714224619314596752,3.57353,0.115608,-0.519894,-0.1089,0.176973,Three
1714224619322088264,3.56619,0.105442,-0.51843,0.121167,-0.0569758,Three
1714224619329174585,3.55483,0.0944301,-0.515864,0.233858,-0.17574,Three
1714224619336525497,3.56477,0.0853897,-0.516904,-0.175251,0.228215,Three
1714224619343826766,3.59356,0.0754408,-0.520347,0.225182,-0.176894,Three
1714224619351012082,3.63794,0.0662965,-0.526878,0.207987,-0.165626,Three
1714224619357923709,3.64678,0.0569596,-0.52845,0.213131,-0.175154,Three
1714224619365775061,3.58092,0.0453612,-0.518024,0.328929,-0.292472,Three
1714224619372848007,3.60367,0.036142,-0.520936,0.330872,-0.304584,Three
1714224619379770859,3.63972,0.0274502,-0.525542,0.313128,-0.289002,Three
1714224619387759230,3.66293,0.0172369,-0.528888,0.329094,-0.304672,Three
1714224619394558988,3.5766,0.00812421,-0.514436,0.425116,-0.404008,Three
1714224619401321281,3.62523,-0.000309719,-0.521708,0.417565,-0.404504,Three
1714224619408103385,3.61711,-0.00877495,-0.520593,0.443347,-0.4301,Three
1714224619415021484,3.67468,-0.0176704,-0.529224,0.437435,-0.432266,Three
1714224619421911876,3.63421,-0.0259071,-0.521602,0.478153,-0.476142,Three
1714224619428878742,3.10231,-0.0289629,-0.435757,-0.718693,0.701714,Three
1714224619435726709,3.53332,-0.0414528,-0.504762,0.567362,-0.573298,Three
1714224619442732561,3.66213,-0.0509014,-0.524779,0.538389,-0.544977,Three
1714224619449540222,3.7367,-0.0596166,-0.535351,0.532567,-0.547284,Three
1714224619456475455,3.66796,-0.0662593,-0.524002,0.59249,-0.608111,Three
1714224619463192979,3.67883,-0.073387,-0.524972,0.60694,-0.622507,Three
1714224619469857951,3.71014,-0.0812705,-0.52928,0.61973,-0.641789,Three
1714224619477075576,3.7691,-0.0894596,-0.537936,0.621632,-0.644128,Three
1714224619484150626,3.71742,-0.0947001,-0.529693,0.669291,-0.694331,Three
1714224619491485618,3.67389,-0.0996688,-0.522851,0.708449,-0.736056,Three
1714224619498477818,3.72931,-0.10647,-0.53173,0.714891,-0.745592,Three
1714224619505735846,3.7662,-0.112806,-0.537169,0.72581,-0.760216,Three
1714224619512702729,3.8537,0.237103,-0.546812,-0.711658,0.809969,Three
1714224619519770422,3.8047,0.231352,-0.540511,-0.70026,0.79737,Three
1714224619526630658,3.80762,0.228264,-0.542091,-0.674689,0.773945,Three
1714224619533831848,3.75403,0.22228,-0.534535,-0.669424,0.768769,Three
1714224619541752750,3.75651,0.219257,-0.535765,-0.639946,0.735072,Three
1714224619548928765,3.80726,0.218842,-0.544788,-0.595628,0.691843,Three
1714224619555650694,3.75752,0.213495,-0.536945,-0.587592,0.682148,Three
1714224619562678872,3.82877,0.214531,-0.548105,-0.547414,0.645323,Three
1714224619568502249,3.78012,0.209354,-0.541127,-0.548692,0.643496,Three
1714224619574707806,3.65707,0.199594,-0.522523,-0.566922,0.659194,Three
1714224619580849289,3.6578,0.196857,-0.522823,-0.557596,0.648656,Three
1714224619587753596,3.65978,0.193273,-0.523248,-0.527777,0.615521,Three
1714224619594669715,3.7134,0.193063,-0.53198,-0.489774,0.577271,Three
1714224619601463224,3.70727,0.188832,-0.53111,-0.459866,0.549418,Three
1714224619608441411,3.7148,0.185447,-0.532247,-0.435501,0.521928,Three
1714224619614636274,3.76304,0.184253,-0.539949,-0.384202,0.471664,Three
1714224619620625300,3.77966,0.180885,-0.542531,-0.332718,0.423367,Three
1714224619627606640,3.73449,0.175401,-0.535197,-0.370688,0.459346,Three
1714224619635052893,3.77925,0.172675,-0.541736,-0.317833,0.403154,Three
1714224619642205154,3.72387,0.166932,-0.533117,-0.306315,0.388554,Three
1714224619648942694,3.72574,0.163828,-0.533548,-0.303163,0.384777,Three
1714224619655956018,3.66881,0.157324,-0.525404,-0.303433,0.382289,Three
1714224619663178128,3.67241,0.154014,-0.526806,-0.248318,0.327229,Three
1714224619670035279,3.65386,0.15048,-0.524683,-0.24929,0.320641,Three
1714224619677013485,3.71414,0.149734,-0.534239,-0.184584,0.257832,Three
1714224619684970588,3.61689,0.143538,-0.520063,-0.249895,0.32177,Three
1714224619691896645,3.67593,0.143976,-0.530332,-0.150184,0.224876,Three
1714224619699046492,3.72447,0.142279,-0.537676,0.132107,-0.058125,Three
1714224619706736997,3.70804,0.140597,-0.535399,-0.0416657,0.11542,Three
1714224619714282709,3.66939,0.136414,-0.529296,-0.0884273,0.160861,Three
1714224619721446173,3.65687,0.134859,-0.527358,-0.0670827,0.138475,Three
1714224619728655574,3.66642,0.132859,-0.528225,-0.0386249,0.107632,Three
1714224619735849647,3.64226,0.130146,-0.524776,-0.0496855,0.1177,Three
1714224619742733745,3.64504,0.128968,-0.525272,0.163984,-0.098544,Three
1714224619749567299,3.64276,0.127253,-0.524151,-0.0405171,0.114377,Three
1714224619756479783,3.64757,0.125824,-0.524988,-0.0262984,0.0931574,Three
1714224619763383349,3.6331,0.123418,-0.523053,-0.0176893,0.0887317,Three
1714224619770485279,3.62397,0.121208,-0.521431,-0.109219,0.179474,Three
1714224619777563379,3.62552,0.119172,-0.52242,0.167932,-0.103877,Three
1714224619784411272,3.57141,0.115844,-0.513783,0.233493,-0.165982,Three
1714224619791411606,3.62403,0.116244,-0.522227,0.147734,-0.0840392,Three
1714224619798412934,3.60155,0.113354,-0.518614,0.205541,-0.136204,Three
1714224619805699397,3.61195,0.112373,-0.520229,0.203843,-0.138119,Three
1714224619813173391,3.63124,0.111693,-0.523649,-0.0870969,0.155127,Three
1714224619820085261,3.62562,0.10971,-0.523147,0.198713,-0.137687,Three
1714224619827697508,3.66701,0.10972,-0.530514,0.132122,-0.0665359,Three
1714224619833733949,3.65533,0.108144,-0.5291,0.169612,-0.108273,Three
1714224619839871157,3.64475,0.106569,-0.527411,0.219701,-0.156299,Three
1714224619845946420,3.66699,0.106944,-0.530755,0.197268,-0.135795,Three
1714224619852146262,3.66244,0.106059,-0.530871,0.236316,-0.174671,Three
1714224619858109350,3.60318,0.103551,-0.522064,0.33003,-0.264602,Three
1714224619864085735,3.61058,0.103357,-0.523854,0.339452,-0.276904,Three
1714224619870068789,3.65786,0.104876,-0.530751,0.302132,-0.238498,Three
1714224619875977525,3.66817,0.105278,-0.531652,0.303421,-0.241555,Three
1714224619882850949,3.63936,0.104815,-0.527309,0.352997,-0.288537,Three
1714224619889020743,3.64675,0.105355,-0.528499,0.365316,-0.297379,Three
1714224619894980975,3.59452,0.104327,-0.520133,0.428415,-0.359006,Three
1714224619900989959,3.63979,0.106348,-0.526071,0.416132,-0.345411,Three
1714224619907042019,3.63291,0.106698,-0.524882,0.437375,-0.363555,Three
1714224619914169536,3.72241,0.110492,-0.538545,0.403697,-0.33341,Three
1714224619921249289,3.66866,0.109984,-0.529736,0.457689,-0.383767,Three
1714224619928420492,3.62829,0.109848,-0.523735,0.508685,-0.435089,Three
1714224619935530398,3.63506,0.111381,-0.524728,0.517521,-0.443206,Three
1714224619942529316,3.62401,0.112205,-0.52324,0.549992,-0.469643,Three
1714224619948897000,3.63085,0.113684,-0.524491,0.569267,-0.488331,Three
1714224619955038612,3.61347,0.114119,-0.521698,0.592395,-0.508408,Three
1714224619960945534,3.67768,0.117424,-0.531583,0.584275,-0.503733,Three
1714224619966884238,3.67766,0.118547,-0.531616,0.603027,-0.521461,Three
1714224619972886056,3.6797,0.119722,-0.532514,0.620949,-0.538844,Three
1714224619978804638,3.61993,0.118994,-0.523639,0.663381,-0.577644,Three
1714224619984969532,3.62443,0.120367,-0.524413,0.681741,-0.59429,Three
1714224619992739937,3.66456,0.123212,-0.530808,0.69539,-0.606928,Three
1714224619999541095,3.67863,0.125001,-0.533666,0.712131,-0.624148,Three
1714224620005482370,3.7576,0.129356,-0.546068,0.702943,-0.613124,Three
1714224620011488647,3.7264,0.48581,-0.541378,-0.695411,0.911829,Three
1714224620017297781,3.65577,0.477671,-0.531257,-0.694857,0.911895,Three
1714224620023586481,3.65982,0.479464,-0.532748,-0.67255,0.894619,Three
1714224620030829431,3.69151,0.485472,-0.539574,-0.636842,0.859391,Three
1714224620037960826,3.69805,0.487998,-0.540566,-0.614529,0.841589,Three
1714224620045335014,3.60304,0.477423,-0.527287,-0.619598,0.844328,Three
1714224620052556632,3.59596,0.477968,-0.526183,-0.594323,0.8227,Three
1714224620058740314,3.65286,0.487042,-0.536067,-0.553847,0.787518,Three
1714224620066252308,3.55948,0.47583,-0.522286,-0.562612,0.794469,Three
1714224620073168649,3.55687,0.47672,-0.522128,-0.539071,0.77201,Three
1714224620079592990,3.58721,0.481984,-0.52749,-0.502907,0.737094,Three
1714224620085618951,3.63662,0.489757,-0.535665,-0.460243,0.698583,Three
1714224620091725121,3.63546,0.49043,-0.536384,-0.441032,0.679523,Three
1714224620097646660,3.55794,0.480912,-0.524793,-0.450229,0.689791,Three
1714224620104237610,3.50777,0.47483,-0.517166,-0.453236,0.696025,Three
1714224620111110948,3.5409,0.480245,-0.523255,-0.411689,0.653065,Three
1714224620117919092,3.48764,0.473793,-0.515426,-0.408022,0.657542,Three
1714224620124874795,3.3762,0.460867,-0.498167,-0.400266,0.660907,Three
1714224620131618003,3.52911,0.481273,-0.524083,-0.340307,0.590767,Three
1714224620138538123,3.53858,0.483386,-0.526781,-0.312734,0.560105,Three
1714224620145260907,3.55898,0.487099,-0.530093,-0.272062,0.524968,Three
1714224620152166307,3.51249,0.481473,-0.523839,-0.27836,0.531237,Three
1714224620159357234,3.55198,0.487834,-0.531136,-0.213304,0.467657,Three
1714224620165386117,3.50282,0.481386,-0.523622,-0.245061,0.499596,Three
1714224620171269883,3.45963,0.476247,-0.516922,-0.244808,0.49915,Three
1714224620177181780,3.4333,0.473198,-0.513011,-0.245925,0.50229,Three
1714224620183222235,3.50113,0.482901,-0.524552,-0.181416,0.438529,Three
1714224620189149434,3.50504,0.48417,-0.525292,-0.144422,0.404251,Three
1714224620194994633,3.43369,0.474774,-0.513997,-0.190099,0.450587,Three
1714224620201839704,3.49986,0.484056,-0.52547,-0.114893,0.376605,Three
1714224620208768471,3.45076,0.477792,-0.517958,-0.134882,0.395241,Three
1714224620216006144,3.42687,0.474609,-0.513707,-0.127454,0.390861,Three
1714224620223778860,3.47248,0.480931,-0.521336,-0.0145086,0.282862,Three
1714224620230943653,3.4887,0.483194,-0.524129,0.0217838,0.247423,Three
1714224620237872535,3.46504,0.479619,-0.520862,0.00896856,0.258069,Three
1714224620245702015,3.4075,0.47203,-0.512219,-0.0631539,0.327647,Three
1714224620252536228,3.45188,0.478038,-0.519712,0.0238138,0.245562,Three
1714224620259822062,3.43178,0.475839,-0.51666,0.0878104,0.185563,Three
1714224620267747229,3.41873,0.47403,-0.515857,0.0367529,0.234995,Three
1714224620274993438,3.402,0.471341,-0.513866,0.042646,0.2285,Three
1714224620281933474,3.41616,0.473376,-0.515976,0.1209,0.155431,Three
1714224620289742161,3.41601,0.473399,-0.51654,0.164892,0.112935,Three
1714224620296947724,3.41509,0.473415,-0.517029,0.116993,0.15818,Three
1714224620303488463,3.4286,0.474889,-0.519186,0.197471,0.0816645,Three
1714224620309823415,3.43124,0.475313,-0.520317,0.181638,0.0983824,Three
1714224620316515763,3.42451,0.474292,-0.518894,0.21193,0.0701682,Three
1714224620323695642,3.41866,0.473424,-0.518469,0.229707,0.0515269,Three
1714224620330780259,3.41072,0.472388,-0.517392,0.268466,0.0149691,Three
1714224620337895101,3.41328,0.472871,-0.51781,0.275676,0.00804946,Three
1714224620345096100,3.41932,0.473747,-0.51879,0.273648,0.0095375,Three
1714224620352578485,3.39241,0.470013,-0.514721,0.331187,-0.0483651,Three
1714224620360023336,3.38523,0.469098,-0.513424,0.35017,-0.065431,Three
1714224620367201087,3.39866,0.471687,-0.515646,-0.0623157,0.34487,Three
1714224620374530143,3.43977,0.476922,-0.522282,0.287303,-0.00312883,Three
1714224620381363580,3.41805,0.473964,-0.518401,0.348388,-0.0630201,Three
1714224620388726801,3.42092,0.474623,-0.518917,0.375857,-0.0902367,Three
1714224620395686109,3.40078,0.472179,-0.515696,0.428555,-0.138484,Three
1714224620402691440,3.43221,0.476761,-0.520441,0.40869,-0.118882,Three
1714224620410842243,3.46884,0.48202,-0.52658,0.395965,-0.105445,Three
1714224620417836897,3.43702,0.477982,-0.521714,0.467653,-0.176481,Three
1714224620424905461,3.36113,0.467502,-0.509965,0.552152,-0.256895,Three
1714224620432738573,3.40398,0.473893,-0.516535,0.540924,-0.248056,Three
1714224620439587459,3.41076,0.475376,-0.517669,0.558183,-0.264315,Three
1714224620446466405,3.39877,0.474189,-0.515656,0.588977,-0.293152,Three
1714224620453010813,3.40117,0.475157,-0.51606,0.606046,-0.308296,Three
1714224620460176625,3.39504,0.474978,-0.515239,0.633134,-0.333373,Three
1714224620467057562,3.40378,0.476712,-0.5167,0.65061,-0.350693,Three
1714224620473681490,3.39372,0.475915,-0.514903,0.677941,-0.374013,Three
1714224620479602447,3.35489,0.469846,-0.507868,0.673541,-0.38593,Three
1714224620486103157,3.28262,0.462994,-0.495816,-0.466465,0.763792,Three
1714224620493428614,3.38056,0.476365,-0.512322,0.745611,-0.437593,Three
1714224620500672969,3.46471,0.489293,-0.525186,0.727604,-0.418768,Three
1714224620507492063,3.46683,0.490379,-0.525466,0.751088,-0.439889,Three
1714224620514365010,3.42154,0.484746,-0.517917,0.79278,-0.478793,Three
1714224620521369673,3.46163,0.491425,-0.523523,0.797366,-0.484392,Three
1714224620528274765,3.49641,0.497322,-0.528829,0.809679,-0.493967,Three
1714224620535156561,3.50536,0.49922,-0.530179,0.831889,-0.515051,Three
1714224620542755679,3.50765,0.500274,-0.529686,0.854971,-0.534841,Three
1714224620549905552,3.61429,0.878511,-0.551608,-0.596123,1.04936,Three
1714224620556872850,3.56694,0.869031,-0.54431,-0.585762,1.04059,Three
1714224620563680137,3.56379,0.869665,-0.544609,-0.561042,1.0158,Three
1714224620570751421,3.57443,0.873709,-0.547846,-0.531343,0.989656,Three
1714224620577942168,3.58893,0.877514,-0.551159,-0.496936,0.956974,Three
1714224620585592757,3.54141,0.86661,-0.543951,-0.495382,0.956649,Three
1714224620592816148,3.58991,0.877066,-0.553195,-0.442419,0.905071,Three
1714224620599942617,3.52506,0.860049,-0.542911,-0.442827,0.905363,Three
1714224620606746496,3.51631,0.855707,-0.541508,-0.423421,0.884343,Three
1714224620613612747,3.49415,0.847841,-0.538283,-0.404094,0.867494,Three
1714224620620639941,3.47455,0.839511,-0.534472,-0.389101,0.8487,Three
1714224620627721766,3.5539,0.855142,-0.547834,-0.322079,0.781727,Three
1714224620634919693,3.48063,0.833116,-0.535579,-0.333183,0.791541,Three
1714224620641841609,3.47919,0.828294,-0.534728,-0.304162,0.75836,Three
1714224620648758165,3.44132,0.814276,-0.528213,-0.304695,0.756743,Three
1714224620655823191,3.44382,0.80985,-0.528602,-0.274539,0.72651,Three
1714224620663817106,3.44264,0.803643,-0.528418,-0.256804,0.704806,Three
1714224620670857742,3.44294,0.79866,-0.528465,-0.222553,0.670573,Three
1714224620677889396,3.4456,0.79342,-0.528959,-0.20947,0.655123,Three
1714224620685726060,3.44235,0.786401,-0.52921,-0.194813,0.633681,Three
1714224620692888597,3.44662,0.78121,-0.530076,-0.169406,0.607477,Three
1714224620699995445,3.44456,0.773726,-0.529983,-0.120809,0.554519,Three
1714224620707674627,3.45967,0.769962,-0.532712,-0.0890886,0.527239,Three
1714224620714863957,3.45809,0.762026,-0.533429,-0.0533615,0.485108,Three
1714224620721464583,3.44896,0.752975,-0.532035,-0.0428584,0.466744,Three
1714224620727373665,3.36861,0.72855,-0.518255,-0.108434,0.530979,Three
1714224620733130075,3.45825,0.740646,-0.532225,0.0157916,0.405147,Three
1714224620738977047,3.45693,0.733085,-0.531368,0.0428,0.374339,Three
1714224620744944210,3.44819,0.723757,-0.530133,0.0270874,0.383272,Three
1714224620751761067,3.40484,0.705028,-0.522192,0.0151245,0.389521,Three
1714224620757793896,3.41424,0.699146,-0.522436,-0.000716399,0.403835,Three
1714224620763905028,3.41485,0.690728,-0.52266,0.0285243,0.370405,Three
1714224620770107984,3.42439,0.682856,-0.523163,0.168889,0.225523,Three
1714224620777094485,3.4374,0.675479,-0.524592,0.135496,0.252377,Three
1714224620784965915,3.41619,0.659088,-0.520964,0.119057,0.264074,Three
1714224620792136935,3.43911,0.651879,-0.524617,0.142446,0.234974,Three
1714224620799150149,3.43108,0.638404,-0.522688,0.10724,0.258296,Three
1714224620806690418,3.3734,0.616057,-0.512713,-0.0189054,0.38088,Three
1714224620813644783,3.41417,0.611558,-0.519112,0.053816,0.304164,Three
1714224620820864805,3.40198,0.596673,-0.516951,0.184055,0.164816,Three
1714224620828758806,3.43764,0.588716,-0.522166,0.19282,0.149301,Three
1714224620835958218,3.43094,0.575543,-0.520489,0.232987,0.103449,Three
1714224620843166721,3.36165,0.550826,-0.508904,-0.0703509,0.401698,Three
1714224620850773617,3.41555,0.545829,-0.51708,0.313204,0.012765,Three
1714224620857912530,3.45209,0.538428,-0.522189,0.295631,0.0216171,Three
1714224620865079858,3.40531,0.519253,-0.514174,-0.0618675,0.369499,Three
1714224620872776241,3.45164,0.511687,-0.520679,0.329219,-0.0300721,Three
1714224620879688376,3.46359,0.501305,-0.52238,0.327754,-0.0306434,Three
1714224620886766293,3.41447,0.481892,-0.512978,-0.136814,0.43001,Three
1714224620894752563,3.42834,0.469485,-0.51456,0.43522,-0.152022,Three
1714224620901829151,3.49803,0.466372,-0.524069,0.380421,-0.110652,Three
1714224620908848762,3.50333,0.45477,-0.524759,0.401539,-0.132362,Three
